Per-Second Benchmark Data,,,,,,,,,,,
Second,SET Requests,SET Average Latency,SET Total Bytes,GET Requests,GET Average Latency,GET Total Bytes,GET Misses, GET Hits,WAIT Requests,WAIT Average Latency,
0,49,0.008528,52151,48,0.012066,460916,0,432,0,0,
1,87,0.004815,92611,87,0.006376,835380,0,783,0,0,
2,109,0.004005,116010,110,0.005315,1056192,0,990,0,0,
3,129,0.003583,137297,128,0.004176,1229048,0,1152,0,0,
4,122,0.003662,129861,123,0.004478,1181056,0,1107,0,0,
5,131,0.003777,139446,131,0.003815,1257878,0,1179,0,0,
6,127,0.003693,135179,127,0.00411,1219468,0,1143,0,0,
7,126,0.003827,134112,126,0.004128,1209842,0,1134,0,0,
8,121,0.003257,128810,121,0.004775,1161856,0,1089,0,0,
9,135,0.003801,143693,134,0.003811,1286670,0,1206,0,0,
10,155,0.002874,164989,155,0.003524,1488340,0,1395,0,0,
11,153,0.002993,162842,153,0.003543,1468049,1,1376,0,0,
12,141,0.003051,150078,141,0.00401,1353930,0,1269,0,0,
13,139,0.003265,147952,139,0.003897,1333623,1,1250,0,0,
14,137,0.003356,145826,138,0.003898,1324047,1,1241,0,0,
15,148,0.002892,157522,147,0.003846,1410465,1,1322,0,0,
16,144,0.003277,153266,145,0.003628,1392260,0,1305,0,0,
17,141,0.003135,150074,140,0.003958,1343221,1,1259,0,0,
18,150,0.003093,159664,150,0.003542,1440280,0,1350,0,0,
19,149,0.002974,158584,150,0.003683,1440248,0,1350,0,0,
20,146,0.003104,155387,146,0.003704,1401884,0,1314,0,0,
21,134,0.003435,142622,133,0.004043,1277048,0,1197,0,0,
22,140,0.003425,149015,140,0.00369,1344220,0,1260,0,0,
23,145,0.003154,154349,145,0.003691,1392276,0,1305,0,0,
24,154,0.003039,163920,155,0.003435,1488328,0,1395,0,0,
25,137,0.003393,145824,136,0.003892,1305846,0,1224,0,0,
26,158,0.002937,168170,159,0.003344,1526660,0,1431,0,0,
27,151,0.003104,160723,150,0.003478,1440288,0,1350,0,0,
28,156,0.00286,166035,157,0.003546,1507498,0,1413,0,0,
29,154,0.003015,163916,154,0.003451,1478714,0,1386,0,0,
30,142,0.003485,151153,142,0.003516,1363480,0,1278,0,0,
31,151,0.003089,160725,150,0.003542,1440280,0,1350,0,0,
32,157,0.002701,167109,157,0.003646,1507578,0,1413,0,0,
33,158,0.002943,168164,158,0.003364,1517098,0,1422,0,0,
34,147,0.003068,156462,147,0.003709,1411526,0,1323,0,0,
35,141,0.003164,150085,141,0.003909,1353866,0,1269,0,0,
36,149,0.003002,158596,150,0.003662,1440314,0,1350,0,0,
37,146,0.003292,155408,146,0.003514,1401888,0,1314,0,0,
38,149,0.003008,158588,148,0.003717,1421094,0,1332,0,0,
39,164,0.002709,174564,164,0.003358,1574708,0,1476,0,0,
40,147,0.003095,156478,148,0.003648,1418992,2,1330,0,0,
41,145,0.003132,154335,145,0.003746,1392268,0,1305,0,0,
42,152,0.003085,161792,151,0.003503,1449866,0,1359,0,0,
43,146,0.003088,155397,146,0.003728,1401890,0,1314,0,0,
44,160,0.002854,170302,160,0.003359,1535265,1,1439,0,0,
45,150,0.003179,159658,150,0.003469,1437143,3,1347,0,0,
46,160,0.002797,170295,160,0.003439,1536276,0,1440,0,0,
47,152,0.002781,161784,152,0.003751,1459472,0,1368,0,0,
48,156,0.002841,166044,157,0.003527,1506427,1,1412,0,0,
49,156,0.003238,166027,156,0.003142,1497918,0,1404,0,0,
50,151,0.00306,160740,151,0.003521,1449902,0,1359,0,0,
51,157,0.002904,167097,156,0.003489,1497914,0,1404,0,0,
52,145,0.003201,154340,145,0.00366,1392358,0,1305,0,0,
53,147,0.002993,156470,148,0.003757,1421094,0,1332,0,0,
54,159,0.003051,169245,159,0.00322,1525679,1,1430,0,0,
55,168,0.002682,178812,167,0.003263,1603550,0,1503,0,0,
56,155,0.002977,164973,156,0.003429,1495816,2,1402,0,0,
57,157,0.002947,167107,157,0.003399,1507518,0,1413,0,0,
58,149,0.003114,158599,148,0.003575,1421136,0,1332,0,0,
59,151,0.003094,160717,151,0.003513,1449920,0,1359,0,0,
60,152,0.002903,161790,153,0.003618,1468095,1,1376,0,0,
61,147,0.003147,156467,146,0.003666,1401898,0,1314,0,0,
62,156,0.003209,166039,156,0.003184,1497922,0,1404,0,0,
63,152,0.002979,161786,152,0.003572,1458423,1,1367,0,0,
64,140,0.003317,149006,141,0.003764,1353890,0,1269,0,0,
65,151,0.003034,160718,150,0.003578,1440268,0,1350,0,0,
66,148,0.003045,157535,148,0.0037,1421088,0,1332,0,0,
67,146,0.003127,155396,146,0.003696,1401870,0,1314,0,0,
68,153,0.002979,162838,153,0.003519,1468031,1,1376,0,0,
69,150,0.003025,159655,150,0.00362,1439245,1,1349,0,0,
70,165,0.002812,175630,166,0.003192,1589710,4,1490,0,0,
71,160,0.002799,170300,159,0.00345,1525653,1,1430,0,0,
72,137,0.00349,145826,137,0.003794,1314437,1,1232,0,0,
73,158,0.00286,168178,159,0.003419,1524644,2,1429,0,0,
74,144,0.003166,153274,144,0.003745,1381631,1,1295,0,0,
75,139,0.003302,147950,138,0.003881,1322998,2,1240,0,0,
76,150,0.003049,159664,151,0.003583,1449930,0,1359,0,0,
77,150,0.003149,159651,150,0.003485,1440312,0,1350,0,0,
78,157,0.003036,167117,156,0.003313,1495876,2,1402,0,0,
79,165,0.002796,175615,166,0.003239,1594018,0,1494,0,0,
80,1,0.00173,1065,0,0,0,0,0,0,0,
,148.408450704225,,,148.394366197183,,,,,,,
Full-Test GET Latency,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,
1.7,0.03,,,11656,11655,,,,,,
1.8,0.39,,,,,,,,,,
1.9,1.58,,,,,,,,,,
2,3.76,,,,,,,,,,
2.1,7.64,,,,,,,,,,
2.2,12.9,,,,,,,,,,
2.3,18.69,,,,,,,,,,
2.4,24.93,,,,,,,,,,
2.5,31.29,,,,,,,,,,
2.6,37.23,,,,,,,,,,
2.7,43.08,,,,,,,,,,
2.8,48.03,,,,,,,,,,
2.9,52.42,,,,,,,,,,
3,56.04,,,,,,,,,,
3.1,59.35,,,,,,,,,,
3.2,61.9,,,,,,,,,,
3.3,64.32,,,11656,11655,,11974,11974,,13342,13342
3.4,66.29,,,12001,12001,,11720,11719,,13097,13096
3.5,68.01,,,23657,23656,,23694,23693,,26439,26438
3.6,69.36,,,22514,22513,,23782,23780,,26677,26677
3.7,70.51,,,22624,22624,,24064,24062,,27338,27337
3.8,71.61,,,22931.6666666667,22931,,23846.6666666667,23845,,26818,26817.3333333333
3.9,72.54,,,19758.3333333333,19757.6666666667,,19736.6666666667,19736,,22652,22651
4,73.3,,,42690,42688.6666666667,,43583.3333333334,43581,,49470,49468.3333333333
4.1,74.19,,,,,,,,,,
4.2,74.86,,,,,,,,,,
4.3,75.36,,,,,,,,,,
4.4,75.93,,,,,,,,,,
4.5,76.46,,,,,,,,,,
4.6,76.91,,,,,,,,,,
4.7,77.35,,,,,,,,,,
4.8,77.75,,,15936,15935,,,,,,
4.9,78.4,,,16164,16164,,,,,,
5,79.06,,,32100,32099,,,,,,
5.1,79.85,,,30853,30853,,,,,,
5.2,80.63,,,30688,30688,,,,,,
5.3,81.54,,,31213.6666666667,31213.3333333333,,,,,,
5.4,82.62,,,25990,25988.6666666667,,,,,,
5.5,83.75,,,57203.6666666667,57202,,,,,,
5.6,84.81,,,,,,,,,,
5.7,85.77,,,,,,,,,,
5.8,86.82,,,,,,,,,,
5.9,87.94,,,,,,,,,,
6,88.9,,,,,,,,,,
6.1,89.83,,,,,,,,,,
6.2,90.92,,,,,,,,,,
6.3,91.78,,,,,,,,,,
6.4,92.44,,,,,,,,,,
6.5,93.04,,,,,,,,,,
6.6,93.56,,,,,,,,,,
6.7,94.03,,,,,,,,,,
6.8,94.41,,,,,,,,,,
6.9,94.81,,,,,,,,,,
7,95.11,,,,,,,,,,
7.1,95.53,,,,,,,,,,
7.2,95.77,,,,,,,,,,
7.3,96.01,,,,,,,,,,
7.4,96.2,,,,,,,,,,
7.5,96.4,,,,,,,,,,
7.6,96.59,,,,,,,,,,
7.7,96.71,,,,,,,,,,
7.8,96.82,,,,,,,,,,
7.9,96.98,,,,,,,,,,
8,97.13,,,,,,,,,,
8.1,97.24,,,,,,,,,,
8.2,97.35,,,,,,,,,,
8.3,97.46,,,,,,,,,,
8.4,97.61,,,,,,,,,,
8.5,97.69,,,,,,,,,,
8.6,97.78,,,,,,,,,,
8.7,97.85,,,,,,,,,,
8.8,97.92,,,,,,,,,,
8.9,97.98,,,,,,,,,,
9,98.02,,,,,,,,,,
9.1,98.11,,,,,,,,,,
9.2,98.18,,,,,,,,,,
9.3,98.24,,,,,,,,,,
9.4,98.35,,,,,,,,,,
9.5,98.39,,,,,,,,,,
9.6,98.46,,,,,,,,,,
9.7,98.5,,,,,,,,,,
9.8,98.52,,,,,,,,,,
9.9,98.57,,,,,,,,,,
10,98.84,,,,,,,,,,
11,99.14,,,,,,,,,,
12,99.3,,,,,,,,,,
13,99.44,,,,,,,,,,
14,99.54,,,,,,,,,,
15,99.61,,,,,,,,,,
16,99.64,,,,,,,,,,
17,99.7,,,,,,,,,,
18,99.74,,,,,,,,,,
19,99.77,,,,,,,,,,
20,99.79,,,,,,,,,,
21,99.82,,,,,,,,,,
22,99.84,,,,,,,,,,
23,99.86,,,,,,,,,,
24,99.87,,,,,,,,,,
25,99.9,,,,,,,,,,
27,99.91,,,,,,,,,,
28,99.91,,,,,,,,,,
29,99.93,,,,,,,,,,
32,99.95,,,,,,,,,,
36,99.96,,,,,,,,,,
38,99.97,,,,,,,,,,
43,99.97,,,,,,,,,,
50,99.98,,,,,,,,,,
55,99.99,,,,,,,,,,
66,100,,,,,,,,,,
,,,,,,,,,,,
Full-Test SET Latency,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,
1.4,0.26,,,,,,,,,,
1.5,1.36,,,,,,,,,,
1.6,4.09,,,,,,,,,,
1.7,8.91,,,,,,,,,,
1.8,14.97,,,,,,,,,,
1.9,21.99,,,,,,,,,,
2,28.82,,,,,,,,,,
2.1,36.04,,,,,,,,,,
2.2,42.57,,,,,,,,,,
2.3,48.16,,,,,,,,,,
2.4,53.26,,,,,,,,,,
2.5,57.31,,,,,,,,,,
2.6,61.05,,,,,,,,,,
2.7,63.8,,,,,,,,,,
2.8,66.11,,,,,,,,,,
2.9,68.15,,,,,,,,,,
3,69.85,,,,,,,,,,
3.1,71.23,,,,,,,,,,
3.2,72.24,,,,,,,,,,
3.3,73.3,,,,,,,,,,
3.4,74.09,,,,,,,,,,
3.5,74.69,,,,,,,,,,
3.6,75.39,,,,,,,,,,
3.7,75.83,,,,,,,,,,
3.8,76.26,,,,,,,,,,
3.9,76.77,,,,,,,,,,
4,77.2,,,,,,,,,,
4.1,77.65,,,,,,,,,,
4.2,78.16,,,,,,,,,,
4.3,78.72,,,,,,,,,,
4.4,79.32,,,,,,,,,,
4.5,79.86,,,,,,,,,,
4.6,80.57,,,,,,,,,,
4.7,81.36,,,,,,,,,,
4.8,82.4,,,,,,,,,,
4.9,83.54,,,,,,,,,,
5,84.76,,,,,,,,,,
5.1,85.96,,,,,,,,,,
5.2,87.12,,,,,,,,,,
5.3,87.89,,,,,,,,,,
5.4,89.06,,,,,,,,,,
5.5,90.23,,,,,,,,,,
5.6,91.15,,,,,,,,,,
5.7,91.96,,,,,,,,,,
5.8,92.65,,,,,,,,,,
5.9,93.41,,,,,,,,,,
6,93.99,,,,,,,,,,
6.1,94.46,,,,,,,,,,
6.2,94.91,,,,,,,,,,
6.3,95.31,,,,,,,,,,
6.4,95.67,,,,,,,,,,
6.5,95.88,,,,,,,,,,
6.6,96.12,,,,,,,,,,
6.7,96.47,,,,,,,,,,
6.8,96.74,,,,,,,,,,
6.9,96.89,,,,,,,,,,
7,96.98,,,,,,,,,,
7.1,97.09,,,,,,,,,,
7.2,97.24,,,,,,,,,,
7.3,97.33,,,,,,,,,,
7.4,97.46,,,,,,,,,,
7.5,97.55,,,,,,,,,,
7.6,97.62,,,,,,,,,,
7.7,97.7,,,,,,,,,,
7.8,97.8,,,,,,,,,,
7.9,97.86,,,,,,,,,,
8,97.92,,,,,,,,,,
8.1,97.97,,,,,,,,,,
8.2,98.05,,,,,,,,,,
8.3,98.13,,,,,,,,,,
8.4,98.17,,,,,,,,,,
8.5,98.24,,,,,,,,,,
8.6,98.28,,,,,,,,,,
8.7,98.32,,,,,,,,,,
8.8,98.37,,,,,,,,,,
8.9,98.38,,,,,,,,,,
9,98.46,,,,,,,,,,
9.1,98.52,,,,,,,,,,
9.2,98.6,,,,,,,,,,
9.3,98.63,,,,,,,,,,
9.4,98.68,,,,,,,,,,
9.5,98.74,,,,,,,,,,
9.6,98.8,,,,,,,,,,
9.7,98.82,,,,,,,,,,
9.8,98.84,,,,,,,,,,
9.9,98.86,,,,,,,,,,
10,99.02,,,,,,,,,,
11,99.19,,,,,,,,,,
12,99.4,,,,,,,,,,
13,99.52,,,,,,,,,,
14,99.65,,,,,,,,,,
15,99.74,,,,,,,,,,
16,99.82,,,,,,,,,,
17,99.85,,,,,,,,,,
18,99.86,,,,,,,,,,
19,99.88,,,,,,,,,,
20,99.89,,,,,,,,,,
21,99.92,,,,,,,,,,
22,99.93,,,,,,,,,,
24,99.95,,,,,,,,,,
25,99.96,,,,,,,,,,
29,99.97,,,,,,,,,,
36,99.97,,,,,,,,,,
41,99.98,,,,,,,,,,
65,99.99,,,,,,,,,,
67,100,,,,,,,,,,
,,,,,,,,,,,
Full-Test WAIT Latency,,,,,,,,,,,
Latency (<= msec),Percent,,,,,,,,,,
